Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
18/Jan/2017,BHOPAL,1090,230,620,450
20/Jan/2017,BHOPAL,1470,200,600,220
24/Jan/2017,BHOPAL,700,200,620,440
25/Jan/2017,BHOPAL,1400,220,600,400
27/Jan/2017,BHOPAL,1440,220,600,400
28/Jan/2017,BHOPAL,1290,200,600,400
30/Jan/2017,BHOPAL,1535,240,620,400
31/Jan/2017,BHOPAL,719,240,620,400
02/Feb/2017,BHOPAL,525,260,500,420
04/Feb/2017,BHOPAL,902,280,580,420
06/Feb/2017,BHOPAL,805,300,600,400
07/Feb/2017,BHOPAL,943,280,550,400
08/Feb/2017,BHOPAL,1285,300,600,400
09/Feb/2017,BHOPAL,1393,200,540,400
13/Feb/2017,BHOPAL,1435,260,620,440
14/Feb/2017,BHOPAL,547,260,620,440
15/Feb/2017,BHOPAL,1336,200,500,400
16/Feb/2017,BHOPAL,1070,240,500,400
21/Feb/2017,BHOPAL,1402,200,500,400
22/Feb/2017,BHOPAL,540,250,600,400
23/Feb/2017,BHOPAL,1229,220,500,400
27/Feb/2017,BHOPAL,840,250,500,400
28/Feb/2017,BHOPAL,724,220,560,440
02/Mar/2017,BHOPAL,1042,200,560,400
03/Mar/2017,BHOPAL,1030,200,600,400
06/Mar/2017,BHOPAL,1577,240,600,550
07/Mar/2017,BHOPAL,790,200,600,450
09/Mar/2017,BHOPAL,2084,220,600,420
14/Mar/2017,BHOPAL,678,220,600,400
16/Mar/2017,BHOPAL,1610,220,540,420
22/Mar/2017,BHOPAL,950,220,580,420
24/Mar/2017,BHOPAL,1145,240,560,420
25/Mar/2017,BHOPAL,1695,240,580,420
30/Mar/2017,BHOPAL,785,240,500,400
01/Apr/2017,BHOPAL,783,240,600,420
03/Apr/2017,BHOPAL,941,100,400,250
06/Apr/2017,BHOPAL,419,100,500,250
10/Apr/2017,BHOPAL,1106,200,560,400
12/Apr/2017,BHOPAL,1090,220,560,440
17/Apr/2017,BHOPAL,890,220,620,420
18/Apr/2017,BHOPAL,626,200,580,400
19/Apr/2017,BHOPAL,465,220,600,400
20/Apr/2017,BHOPAL,1009,200,580,380
21/Apr/2017,BHOPAL,828,200,580,400
22/Apr/2017,BHOPAL,1195,220,560,400
23/Apr/2017,BHOPAL,402,200,600,400
24/Apr/2017,BHOPAL,1473,200,580,380
25/Apr/2017,BHOPAL,1077,200,580,400
26/Apr/2017,BHOPAL,1518,220,550,360
27/Apr/2017,BHOPAL,1243,200,580,400
28/Apr/2017,BHOPAL,1068,200,580,400
03/Jan/2017,BHUBNESWER(OR),2500,1200,1300,1260
05/Jan/2017,BHUBNESWER(OR),3500,1100,1200,1160
06/Jan/2017,BHUBNESWER(OR),3000,1200,1300,1260
12/Jan/2017,BHUBNESWER(OR),2500,1180,1200,1192
18/Jan/2017,BHUBNESWER(OR),2800,1150,1250,1235
19/Jan/2017,BHUBNESWER(OR),3000,1000,1100,1060
20/Jan/2017,BHUBNESWER(OR),2500,1050,1150,1135
21/Jan/2017,BHUBNESWER(OR),3500,900,1000,960
24/Jan/2017,BHUBNESWER(OR),3500,900,1000,960
25/Jan/2017,BHUBNESWER(OR),3000,950,1050,1035
27/Jan/2017,BHUBNESWER(OR),3500,900,1000,955
28/Jan/2017,BHUBNESWER(OR),3000,950,1050,960
31/Jan/2017,BHUBNESWER(OR),3500,900,1000,965
01/Feb/2017,BHUBNESWER(OR),3000,950,1050,1035
02/Feb/2017,BHUBNESWER(OR),3500,900,1000,960
03/Feb/2017,BHUBNESWER(OR),3000,950,1050,1035
04/Feb/2017,BHUBNESWER(OR),3500,900,1000,960
07/Feb/2017,BHUBNESWER(OR),3500,900,1000,965
08/Feb/2017,BHUBNESWER(OR),3500,900,1000,950
09/Feb/2017,BHUBNESWER(OR),3000,950,1050,1035
10/Feb/2017,BHUBNESWER(OR),3500,900,1000,965
11/Feb/2017,BHUBNESWER(OR),3000,950,1000,980
14/Feb/2017,BHUBNESWER(OR),3500,900,1000,965
15/Feb/2017,BHUBNESWER(OR),3000,950,1040,1000
16/Feb/2017,BHUBNESWER(OR),3500,900,1000,950
17/Feb/2017,BHUBNESWER(OR),3500,900,1000,960
18/Feb/2017,BHUBNESWER(OR),3500,900,980,950
21/Feb/2017,BHUBNESWER(OR),3500,950,1050,1035
22/Feb/2017,BHUBNESWER(OR),3600,900,1000,960
23/Feb/2017,BHUBNESWER(OR),3000,1000,1050,1038
25/Feb/2017,BHUBNESWER(OR),3000,1000,1050,1035
28/Feb/2017,BHUBNESWER(OR),3500,1000,1100,1060
01/Mar/2017,BHUBNESWER(OR),3000,1050,1150,1080
02/Mar/2017,BHUBNESWER(OR),3500,1000,1100,1060
03/Mar/2017,BHUBNESWER(OR),3000,1050,1150,1130
04/Mar/2017,BHUBNESWER(OR),3500,1000,1100,1070
07/Mar/2017,BHUBNESWER(OR),3000,1000,1050,1035
08/Mar/2017,BHUBNESWER(OR),2800,1020,1060,1045
09/Mar/2017,BHUBNESWER(OR),3000,1000,1050,1030
10/Mar/2017,BHUBNESWER(OR),2500,1030,1060,1055
11/Mar/2017,BHUBNESWER(OR),3500,1050,1100,1070
14/Mar/2017,BHUBNESWER(OR),2800,1050,1100,1080
15/Mar/2017,BHUBNESWER(OR),3500,1000,1050,1035
16/Mar/2017,BHUBNESWER(OR),3000,1050,1100,1080
17/Mar/2017,BHUBNESWER(OR),3500,1000,1100,1060
18/Mar/2017,BHUBNESWER(OR),3000,1050,1100,1080
21/Mar/2017,BHUBNESWER(OR),3000,1000,1100,1060
22/Mar/2017,BHUBNESWER(OR),3500,1000,1050,1035
23/Mar/2017,BHUBNESWER(OR),3000,1050,1100,1060
24/Mar/2017,BHUBNESWER(OR),3500,1000,1150,1035
25/Mar/2017,BHUBNESWER(OR),3000,1050,1100,1070
28/Mar/2017,BHUBNESWER(OR),3000,1000,1100,1060
29/Mar/2017,BHUBNESWER(OR),2800,1050,1150,1135
30/Mar/2017,BHUBNESWER(OR),3000,1000,1100,1060
01/Apr/2017,BHUBNESWER(OR),3000,1000,1100,1060
05/Apr/2017,BHUBNESWER(OR),2500,1050,1150,1100
06/Apr/2017,BHUBNESWER(OR),3000,950,1050,1035
07/Apr/2017,BHUBNESWER(OR),3500,900,1000,960
08/Apr/2017,BHUBNESWER(OR),3000,950,1050,1035
11/Apr/2017,BHUBNESWER(OR),3500,800,1000,910
12/Apr/2017,BHUBNESWER(OR),3200,900,1050,950
13/Apr/2017,BHUBNESWER(OR),3000,900,1000,960
15/Apr/2017,BHUBNESWER(OR),3500,900,1000,965
18/Apr/2017,BHUBNESWER(OR),2500,1000,1100,1060
19/Apr/2017,BHUBNESWER(OR),2000,1050,1150,1135
20/Apr/2017,BHUBNESWER(OR),2500,1000,1100,1060
21/Apr/2017,BHUBNESWER(OR),2300,1050,1150,1135
22/Apr/2017,BHUBNESWER(OR),2800,1000,1100,1065
25/Apr/2017,BHUBNESWER(OR),2500,1000,1100,1055
26/Apr/2017,BHUBNESWER(OR),3000,950,1050,1010
27/Apr/2017,BHUBNESWER(OR),3500,900,1000,956
28/Apr/2017,BHUBNESWER(OR),3000,950,1050,1025
29/Apr/2017,BHUBNESWER(OR),3500,900,1000,952
02/Jan/2017,BIJAPUR(KNT),1180,400,1200,800
16/Jan/2017,BIJAPUR(KNT),1590,400,1000,700
16/Feb/2017,BIJAPUR(KNT),780,300,900,600
17/Jan/2017,BINNY MILL (KNT),470,600,800,700
02/Jan/2017,BOMBORI(MS),7412,100,900,500
16/Jan/2017,BOMBORI(MS),9741,100,750,450
02/Feb/2017,BOMBORI(MS),5285,100,700,400
04/Feb/2017,BOMBORI(MS),3694,100,700,400
09/Feb/2017,BOMBORI(MS),5732,100,650,350
11/Feb/2017,BOMBORI(MS),3740,100,650,350
13/Feb/2017,BOMBORI(MS),4968,100,700,400
18/Feb/2017,BOMBORI(MS),4246,100,700,400
23/Feb/2017,BOMBORI(MS),2265,100,700,400
25/Feb/2017,BOMBORI(MS),1618,100,700,400
02/Mar/2017,BOMBORI(MS),1709,100,650,350
04/Mar/2017,BOMBORI(MS),1342,100,650,350
06/Mar/2017,BOMBORI(MS),17520,100,650,350
11/Mar/2017,BOMBORI(MS),1521,100,650,350
13/Mar/2017,BOMBORI(MS),1127,100,650,350
16/Mar/2017,BOMBORI(MS),1411,100,650,350
18/Mar/2017,BOMBORI(MS),950,100,650,400
20/Mar/2017,BOMBORI(MS),1256,100,650,350
23/Mar/2017,BOMBORI(MS),1722,100,650,400
25/Mar/2017,BOMBORI(MS),1538,100,650,350
30/Mar/2017,BOMBORI(MS),970,100,600,400
01/Apr/2017,BOMBORI(MS),1071,100,650,400
03/Apr/2017,BOMBORI(MS),1590,100,600,400
06/Apr/2017,BOMBORI(MS),1538,100,600,400
08/Apr/2017,BOMBORI(MS),1492,100,600,400
13/Apr/2017,BOMBORI(MS),1876,100,600,400
15/Apr/2017,BOMBORI(MS),1708,100,600,400
17/Apr/2017,BOMBORI(MS),1900,100,600,400
22/Apr/2017,BOMBORI(MS),1384,100,600,400
24/Apr/2017,BOMBORI(MS),2330,100,600,350
27/Apr/2017,BOMBORI(MS),2965,100,600,400
02/Jan/2017,BOWENPALLY(Telangana),487,300,1100,800
03/Jan/2017,BOWENPALLY(Telangana),320,300,1200,1000
04/Jan/2017,BOWENPALLY(Telangana),522,400,1100,800
06/Jan/2017,BOWENPALLY(Telangana),176,400,1100,1000
07/Jan/2017,BOWENPALLY(Telangana),175,600,1000,800
09/Jan/2017,BOWENPALLY(Telangana),420,600,1000,800
10/Jan/2017,BOWENPALLY(Telangana),165,600,1000,800
11/Jan/2017,BOWENPALLY(Telangana),554,400,1000,800
12/Jan/2017,BOWENPALLY(Telangana),575,400,1000,800
13/Jan/2017,BOWENPALLY(Telangana),268,400,1000,800
14/Jan/2017,BOWENPALLY(Telangana),80,600,1000,800
16/Jan/2017,BOWENPALLY(Telangana),109,400,1000,800
17/Jan/2017,BOWENPALLY(Telangana),1582,200,1000,800
18/Jan/2017,BOWENPALLY(Telangana),163,400,1000,800
19/Jan/2017,BOWENPALLY(Telangana),307,400,800,600
24/Jan/2017,BOWENPALLY(Telangana),550,300,900,600
25/Jan/2017,BOWENPALLY(Telangana),538,400,1000,800
26/Jan/2017,BOWENPALLY(Telangana),993,200,1000,800
28/Jan/2017,BOWENPALLY(Telangana),798,200,1000,800
29/Jan/2017,BOWENPALLY(Telangana),240,400,1000,800
30/Jan/2017,BOWENPALLY(Telangana),290,400,800,600
31/Jan/2017,BOWENPALLY(Telangana),323,300,1000,800
01/Feb/2017,BOWENPALLY(Telangana),68,500,900,800
02/Feb/2017,BOWENPALLY(Telangana),255,400,1000,800
03/Feb/2017,BOWENPALLY(Telangana),479,300,900,800
04/Feb/2017,BOWENPALLY(Telangana),360,200,1000,800
05/Feb/2017,BOWENPALLY(Telangana),301,200,800,600
06/Feb/2017,BOWENPALLY(Telangana),300,500,700,600
07/Feb/2017,BOWENPALLY(Telangana),214,400,900,700
08/Feb/2017,BOWENPALLY(Telangana),210,400,900,700
09/Feb/2017,BOWENPALLY(Telangana),448,200,1000,800
10/Feb/2017,BOWENPALLY(Telangana),424,400,1000,700
11/Feb/2017,BOWENPALLY(Telangana),327,300,1000,800
13/Feb/2017,BOWENPALLY(Telangana),100,400,800,600
14/Feb/2017,BOWENPALLY(Telangana),250,400,800,600
15/Feb/2017,BOWENPALLY(Telangana),135,400,800,600
16/Feb/2017,BOWENPALLY(Telangana),596,300,800,600
17/Feb/2017,BOWENPALLY(Telangana),223,400,900,700
18/Feb/2017,BOWENPALLY(Telangana),130,200,900,600
21/Feb/2017,BOWENPALLY(Telangana),50,400,900,700
23/Feb/2017,BOWENPALLY(Telangana),425,300,800,600
27/Feb/2017,BOWENPALLY(Telangana),106,200,900,600
28/Feb/2017,BOWENPALLY(Telangana),381,200,900,600
02/Mar/2017,BOWENPALLY(Telangana),500,400,1000,800
03/Mar/2017,BOWENPALLY(Telangana),253,400,900,800
04/Mar/2017,BOWENPALLY(Telangana),565,400,800,600
06/Mar/2017,BOWENPALLY(Telangana),45,400,1000,800
08/Mar/2017,BOWENPALLY(Telangana),18,400,900,700
09/Mar/2017,BOWENPALLY(Telangana),175,400,800,600
10/Mar/2017,BOWENPALLY(Telangana),428,400,1000,800
12/Mar/2017,BOWENPALLY(Telangana),150,400,800,600
13/Mar/2017,BOWENPALLY(Telangana),96,400,600,500
14/Mar/2017,BOWENPALLY(Telangana),583,300,800,600
15/Mar/2017,BOWENPALLY(Telangana),253,300,600,500
16/Mar/2017,BOWENPALLY(Telangana),380,400,900,700
17/Mar/2017,BOWENPALLY(Telangana),289,300,900,600
19/Mar/2017,BOWENPALLY(Telangana),311,400,800,700
20/Mar/2017,BOWENPALLY(Telangana),45,400,800,600
22/Mar/2017,BOWENPALLY(Telangana),397,200,800,600
23/Mar/2017,BOWENPALLY(Telangana),204,400,800,600
24/Mar/2017,BOWENPALLY(Telangana),80,300,600,500
25/Mar/2017,BOWENPALLY(Telangana),760,400,800,600
26/Mar/2017,BOWENPALLY(Telangana),70,400,800,600
27/Mar/2017,BOWENPALLY(Telangana),469,400,800,700
28/Mar/2017,BOWENPALLY(Telangana),137,400,800,600
30/Mar/2017,BOWENPALLY(Telangana),255,400,800,600
31/Mar/2017,BOWENPALLY(Telangana),34,400,700,600
01/Apr/2017,BOWENPALLY(Telangana),402,200,800,600
02/Apr/2017,BOWENPALLY(Telangana),110,400,800,600
04/Apr/2017,BOWENPALLY(Telangana),328,400,800,600
05/Apr/2017,BOWENPALLY(Telangana),460,400,800,600
06/Apr/2017,BOWENPALLY(Telangana),627,300,800,600
07/Apr/2017,BOWENPALLY(Telangana),526,300,800,600
08/Apr/2017,BOWENPALLY(Telangana),392,300,1000,800
09/Apr/2017,BOWENPALLY(Telangana),268,400,800,600
10/Apr/2017,BOWENPALLY(Telangana),240,400,800,600
11/Apr/2017,BOWENPALLY(Telangana),266,400,800,600
12/Apr/2017,BOWENPALLY(Telangana),193,300,800,600
13/Apr/2017,BOWENPALLY(Telangana),461,300,700,600
14/Apr/2017,BOWENPALLY(Telangana),152,400,600,500
15/Apr/2017,BOWENPALLY(Telangana),92,400,800,600
16/Apr/2017,BOWENPALLY(Telangana),220,400,800,600
17/Apr/2017,BOWENPALLY(Telangana),195,400,800,600
18/Apr/2017,BOWENPALLY(Telangana),309,300,700,600
19/Apr/2017,BOWENPALLY(Telangana),312,300,700,600
21/Apr/2017,BOWENPALLY(Telangana),241,300,700,600
22/Apr/2017,BOWENPALLY(Telangana),205,400,800,600
23/Apr/2017,BOWENPALLY(Telangana),644,200,700,600
24/Apr/2017,BOWENPALLY(Telangana),195,500,700,600
25/Apr/2017,BOWENPALLY(Telangana),585,300,700,600
27/Apr/2017,BOWENPALLY(Telangana),567,400,800,600
28/Apr/2017,BOWENPALLY(Telangana),576,300,800,600
02/Jan/2017,BURDWAN(WB),330,1200,1300,1250
09/Jan/2017,BURDWAN(WB),360,1200,1300,1250
18/Jan/2017,BURDWAN(WB),350,1250,1350,1300
20/Jan/2017,BURDWAN(WB),380,1075,1175,1125
21/Jan/2017,BURDWAN(WB),360,1075,1175,1125
25/Jan/2017,BURDWAN(WB),360,1075,1175,1125
26/Jan/2017,BURDWAN(WB),340,1075,1175,1125
27/Jan/2017,BURDWAN(WB),360,1075,1175,1125
28/Jan/2017,BURDWAN(WB),340,1075,1175,1125
30/Jan/2017,BURDWAN(WB),350,1100,1200,1150
31/Jan/2017,BURDWAN(WB),370,1100,1200,1150
02/Feb/2017,BURDWAN(WB),330,1050,1150,1100
03/Feb/2017,BURDWAN(WB),360,1000,1100,1050
04/Feb/2017,BURDWAN(WB),380,1000,1100,1050
06/Feb/2017,BURDWAN(WB),350,1000,1100,1050
07/Feb/2017,BURDWAN(WB),330,1050,1150,1100
10/Feb/2017,BURDWAN(WB),330,1025,1125,1075
11/Feb/2017,BURDWAN(WB),350,1025,1125,1075
14/Feb/2017,BURDWAN(WB),350,1000,1100,1050
17/Feb/2017,BURDWAN(WB),340,1025,1125,1075
18/Feb/2017,BURDWAN(WB),310,1025,1125,1075
21/Feb/2017,BURDWAN(WB),300,1100,1200,1150
25/Feb/2017,BURDWAN(WB),330,1075,1175,1125
27/Feb/2017,BURDWAN(WB),360,1075,1175,1125
28/Feb/2017,BURDWAN(WB),380,1075,1175,1125
01/Mar/2017,BURDWAN(WB),400,1075,1175,1125
04/Mar/2017,BURDWAN(WB),420,1050,1150,1100
06/Mar/2017,BURDWAN(WB),450,1050,1150,1100
07/Mar/2017,BURDWAN(WB),480,800,900,850
09/Mar/2017,BURDWAN(WB),450,750,850,800
10/Mar/2017,BURDWAN(WB),49,750,850,800
11/Mar/2017,BURDWAN(WB),500,750,850,800
14/Mar/2017,BURDWAN(WB),420,700,800,750
15/Mar/2017,BURDWAN(WB),460,700,800,750
16/Mar/2017,BURDWAN(WB),380,700,800,750
17/Mar/2017,BURDWAN(WB),500,700,800,750
18/Mar/2017,BURDWAN(WB),450,700,800,750
20/Mar/2017,BURDWAN(WB),480,700,800,750
23/Mar/2017,BURDWAN(WB),430,650,750,700
25/Mar/2017,BURDWAN(WB),580,650,750,700
27/Mar/2017,BURDWAN(WB),500,650,750,700
28/Mar/2017,BURDWAN(WB),600,600,700,650
29/Mar/2017,BURDWAN(WB),560,600,700,650
30/Mar/2017,BURDWAN(WB),450,650,750,700
31/Mar/2017,BURDWAN(WB),540,600,700,650
01/Apr/2017,BURDWAN(WB),600,550,650,600
04/Apr/2017,BURDWAN(WB),640,600,700,640
05/Apr/2017,BURDWAN(WB),610,600,700,650
06/Apr/2017,BURDWAN(WB),460,575,675,625
10/Apr/2017,BURDWAN(WB),480,575,675,625
11/Apr/2017,BURDWAN(WB),540,575,675,625
12/Apr/2017,BURDWAN(WB),510,600,700,650
13/Apr/2017,BURDWAN(WB),450,600,700,650
15/Apr/2017,BURDWAN(WB),450,750,850,800
17/Apr/2017,BURDWAN(WB),520,750,850,800
18/Apr/2017,BURDWAN(WB),500,900,1000,950
19/Apr/2017,BURDWAN(WB),560,900,1000,950
21/Apr/2017,BURDWAN(WB),420,900,1000,950
22/Apr/2017,BURDWAN(WB),470,900,1000,950
24/Apr/2017,BURDWAN(WB),380,900,1000,950
26/Apr/2017,BURDWAN(WB),520,900,1000,950
27/Apr/2017,BURDWAN(WB),460,900,1000,950
28/Apr/2017,BURDWAN(WB),560,900,1000,950
04/Jan/2017,CHAKAN(MS),4500,600,900,750
11/Jan/2017,CHAKAN(MS),7500,600,800,700
14/Jan/2017,CHAKAN(MS),6000,600,800,700
17/Jan/2017,CHAKAN(MS),166,300,600,450
18/Jan/2017,CHAKAN(MS),7000,600,750,650
21/Jan/2017,CHAKAN(MS),11500,500,750,600
25/Jan/2017,CHAKAN(MS),10500,500,725,600
28/Jan/2017,CHAKAN(MS),13000,501,725,630
01/Feb/2017,CHAKAN(MS),10000,500,750,600
08/Feb/2017,CHAKAN(MS),31000,400,650,500
11/Feb/2017,CHAKAN(MS),26000,550,800,650
15/Feb/2017,CHAKAN(MS),35000,450,800,650
22/Feb/2017,CHAKAN(MS),35000,500,725,600
01/Mar/2017,CHAKAN(MS),41233,500,750,600
08/Mar/2017,CHAKAN(MS),30000,500,650,600
11/Mar/2017,CHAKAN(MS),25000,450,650,550
15/Mar/2017,CHAKAN(MS),15000,400,650,550
22/Mar/2017,CHAKAN(MS),11800,450,650,550
01/Apr/2017,CHAKAN(MS),8000,500,650,600
15/Apr/2017,CHAKAN(MS),3700,500,650,600
19/Apr/2017,CHAKAN(MS),3750,300,600,500
22/Apr/2017,CHAKAN(MS),2800,300,650,550
26/Apr/2017,CHAKAN(MS),1938,300,631,550
29/Apr/2017,CHAKAN(MS),2700,300,600,550
04/Jan/2017,CHANDIGARH,2333,600,1000,800
18/Jan/2017,CHANDIGARH,1112,500,1100,800
25/Jan/2017,CHANDIGARH,624,600,1000,800
16/Feb/2017,CHANDIGARH,856,500,1000,750
07/Mar/2017,CHANDIGARH,1002,500,1000,750
08/Mar/2017,CHANDIGARH,1173,500,1000,750
11/Mar/2017,CHANDIGARH,405,500,1000,750
12/Mar/2017,CHANDIGARH,1440,500,950,725
14/Mar/2017,CHANDIGARH,1649,500,1000,750
15/Mar/2017,CHANDIGARH,983,500,1100,800
16/Mar/2017,CHANDIGARH,917,500,1000,750
17/Mar/2017,CHANDIGARH,1038,600,1000,800
18/Mar/2017,CHANDIGARH,688,500,950,725
21/Mar/2017,CHANDIGARH,1912,500,1000,750
22/Mar/2017,CHANDIGARH,1031,500,900,700
23/Mar/2017,CHANDIGARH,1244,500,850,675
24/Mar/2017,CHANDIGARH,1114,500,900,700
25/Mar/2017,CHANDIGARH,1452,500,1000,750
27/Mar/2017,CHANDIGARH,1117,500,1000,750
28/Mar/2017,CHANDIGARH,844,500,1000,750
29/Mar/2017,CHANDIGARH,618,500,800,650
30/Mar/2017,CHANDIGARH,744,600,1000,800
31/Mar/2017,CHANDIGARH,1342,600,1000,800
01/Apr/2017,CHANDIGARH,337,600,900,750
04/Apr/2017,CHANDIGARH,770,500,900,700
06/Apr/2017,CHANDIGARH,477,500,900,700
07/Apr/2017,CHANDIGARH,548,500,1000,750
08/Apr/2017,CHANDIGARH,420,500,1000,750
09/Apr/2017,CHANDIGARH,462,500,1000,750
12/Apr/2017,CHANDIGARH,1119,600,1100,850
13/Apr/2017,CHANDIGARH,1310,600,1100,850
14/Apr/2017,CHANDIGARH,1422,600,1100,850
15/Apr/2017,CHANDIGARH,942,500,1000,750
16/Apr/2017,CHANDIGARH,754,500,1000,750
18/Apr/2017,CHANDIGARH,1685,500,900,700
19/Apr/2017,CHANDIGARH,794,500,850,675
20/Apr/2017,CHANDIGARH,1679,600,900,750
21/Apr/2017,CHANDIGARH,1218,500,1000,750
22/Apr/2017,CHANDIGARH,961,500,900,700
23/Apr/2017,CHANDIGARH,654,500,900,700
25/Apr/2017,CHANDIGARH,1141,500,900,700
26/Apr/2017,CHANDIGARH,886,500,1000,750
27/Apr/2017,CHANDIGARH,1457,500,900,700
29/Apr/2017,CHANDIGARH,934,500,900,700
02/Jan/2017,CHANDRAPUR-GANJWAD (MS),160,700,1000,900
17/Jan/2017,CHANDRAPUR-GANJWAD (MS),160,100,300,200
03/Jan/2017,CHANDVAD(MS),19000,400,818,770
04/Jan/2017,CHANDVAD(MS),15000,400,825,720
05/Jan/2017,CHANDVAD(MS),14000,300,774,690
06/Jan/2017,CHANDVAD(MS),11000,400,770,660
07/Jan/2017,CHANDVAD(MS),14000,300,767,675
10/Jan/2017,CHANDVAD(MS),20300,300,669,560
11/Jan/2017,CHANDVAD(MS),10000,300,617,550
12/Jan/2017,CHANDVAD(MS),18000,300,636,560
13/Jan/2017,CHANDVAD(MS),19000,350,676,570
18/Jan/2017,CHANDVAD(MS),16000,350,661,590
19/Jan/2017,CHANDVAD(MS),19000,300,591,530
20/Jan/2017,CHANDVAD(MS),17000,300,641,550
24/Jan/2017,CHANDVAD(MS),20000,300,601,500
25/Jan/2017,CHANDVAD(MS),19500,350,605,520
28/Jan/2017,CHANDVAD(MS),18000,300,625,550
31/Jan/2017,CHANDVAD(MS),18000,300,580,500
01/Feb/2017,CHANDVAD(MS),18000,300,570,490
02/Feb/2017,CHANDVAD(MS),11000,300,552,490
07/Feb/2017,CHANDVAD(MS),19100,300,561,480
08/Feb/2017,CHANDVAD(MS),18000,300,550,460
10/Feb/2017,CHANDVAD(MS),20817,300,515,450
11/Feb/2017,CHANDVAD(MS),21000,300,540,460
14/Feb/2017,CHANDVAD(MS),9000,300,520,450
15/Feb/2017,CHANDVAD(MS),10000,300,500,450
16/Feb/2017,CHANDVAD(MS),8400,300,570,480
17/Feb/2017,CHANDVAD(MS),18000,300,608,490
18/Feb/2017,CHANDVAD(MS),18000,300,575,460
22/Feb/2017,CHANDVAD(MS),17000,300,575,490
23/Feb/2017,CHANDVAD(MS),18000,300,556,460
25/Feb/2017,CHANDVAD(MS),16000,300,581,510
28/Feb/2017,CHANDVAD(MS),14150,350,614,520
01/Mar/2017,CHANDVAD(MS),9000,300,570,460
02/Mar/2017,CHANDVAD(MS),16000,300,636,480
03/Mar/2017,CHANDVAD(MS),13900,300,700,510
04/Mar/2017,CHANDVAD(MS),15000,300,570,490
07/Mar/2017,CHANDVAD(MS),16000,300,558,490
08/Mar/2017,CHANDVAD(MS),14000,300,556,470
09/Mar/2017,CHANDVAD(MS),12000,300,561,490
10/Mar/2017,CHANDVAD(MS),8289,300,576,460
11/Mar/2017,CHANDVAD(MS),6300,300,576,460
14/Mar/2017,CHANDVAD(MS),5000,300,560,495
15/Mar/2017,CHANDVAD(MS),3300,225,560,490
16/Mar/2017,CHANDVAD(MS),5500,300,575,500
18/Mar/2017,CHANDVAD(MS),5000,300,580,500
21/Mar/2017,CHANDVAD(MS),2000,350,600,520
22/Mar/2017,CHANDVAD(MS),3000,350,605,530
23/Mar/2017,CHANDVAD(MS),1000,350,600,580
24/Mar/2017,CHANDVAD(MS),2000,350,600,530
25/Mar/2017,CHANDVAD(MS),6000,350,600,550
05/Apr/2017,CHANDVAD(MS),470,300,566,450
06/Apr/2017,CHANDVAD(MS),900,300,550,460
07/Apr/2017,CHANDVAD(MS),8705,350,618,560
08/Apr/2017,CHANDVAD(MS),4200,300,620,540
12/Apr/2017,CHANDVAD(MS),8727,350,701,580
13/Apr/2017,CHANDVAD(MS),5500,350,690,580
15/Apr/2017,CHANDVAD(MS),7360,300,645,560
18/Apr/2017,CHANDVAD(MS),5900,300,625,480
19/Apr/2017,CHANDVAD(MS),6000,300,600,500
20/Apr/2017,CHANDVAD(MS),7300,270,597,460
21/Apr/2017,CHANDVAD(MS),4000,200,599,450
22/Apr/2017,CHANDVAD(MS),1000,200,475,420
25/Apr/2017,CHANDVAD(MS),9100,280,601,450
27/Apr/2017,CHANDVAD(MS),10300,200,517,400
29/Apr/2017,CHANDVAD(MS),8800,260,559,420
02/Jan/2017,CHENNAI,5800,1400,1600,1500
03/Jan/2017,CHENNAI,5500,1300,1700,1500
04/Jan/2017,CHENNAI,5800,1300,1700,1500
05/Jan/2017,CHENNAI,6000,1000,1400,1200
06/Jan/2017,CHENNAI,5500,1000,1400,1200
07/Jan/2017,CHENNAI,5300,1000,1400,1200
09/Jan/2017,CHENNAI,5500,1200,1600,1400
10/Jan/2017,CHENNAI,6000,1200,1600,1400
11/Jan/2017,CHENNAI,5500,1200,1600,1400
12/Jan/2017,CHENNAI,5800,1300,1500,1400
13/Jan/2017,CHENNAI,6000,1200,1400,1300
14/Jan/2017,CHENNAI,5000,1200,1400,1300
17/Jan/2017,CHENNAI,4500,1300,1500,1400
18/Jan/2017,CHENNAI,5300,1200,1400,1300
19/Jan/2017,CHENNAI,5500,1300,1500,1400
21/Jan/2017,CHENNAI,5800,1000,1400,1200
23/Jan/2017,CHENNAI,5500,1100,1400,1200
24/Jan/2017,CHENNAI,5500,1000,1400,1200
25/Jan/2017,CHENNAI,5500,1000,1400,1200
27/Jan/2017,CHENNAI,700,1000,1200,1100
28/Jan/2017,CHENNAI,5500,1000,1200,1100
30/Jan/2017,CHENNAI,7000,900,1100,1000
31/Jan/2017,CHENNAI,7200,900,1200,1000
01/Feb/2017,CHENNAI,5500,1000,1200,1100
02/Feb/2017,CHENNAI,7000,800,1200,900
03/Feb/2017,CHENNAI,7000,800,1200,900
04/Feb/2017,CHENNAI,6000,900,1200,1000
06/Feb/2017,CHENNAI,6000,900,1200,1000
07/Feb/2017,CHENNAI,6000,1000,1200,1100
08/Feb/2017,CHENNAI,6500,900,1200,1000
09/Feb/2017,CHENNAI,7000,900,1100,1000
10/Feb/2017,CHENNAI,7000,900,1100,1000
