Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
25/Mar/2017,JODHPUR(RAJ),2590,300,600,450
28/Mar/2017,JODHPUR(RAJ),3035,300,800,650
31/Mar/2017,JODHPUR(RAJ),1250,300,600,450
05/Apr/2017,JODHPUR(RAJ),1340,300,500,400
06/Apr/2017,JODHPUR(RAJ),1575,300,600,450
07/Apr/2017,JODHPUR(RAJ),245,2000,5000,3500
11/Apr/2017,JODHPUR(RAJ),1285,200,600,400
17/Apr/2017,JODHPUR(RAJ),5455,200,600,400
18/Apr/2017,JODHPUR(RAJ),2295,300,600,450
19/Apr/2017,JODHPUR(RAJ),2155,300,600,400
20/Apr/2017,JODHPUR(RAJ),2970,300,600,450
24/Apr/2017,JODHPUR(RAJ),1855,30,900,600
25/Apr/2017,JODHPUR(RAJ),2800,300,600,480
27/Apr/2017,JODHPUR(RAJ),2095,200,600,400
06/Jan/2017,JUNNAR(MS),9008,450,1000,750
13/Jan/2017,JUNNAR(MS),10080,350,850,550
29/Jan/2017,JUNNAR(MS),7162,350,820,650
02/Feb/2017,JUNNAR(MS),1750,400,750,650
07/Feb/2017,JUNNAR(MS),10916,350,800,650
10/Feb/2017,JUNNAR(MS),9850,350,800,650
12/Feb/2017,JUNNAR(MS),6820,350,800,650
14/Feb/2017,JUNNAR(MS),9888,350,800,650
16/Feb/2017,JUNNAR(MS),2551,600,800,650
17/Feb/2017,JUNNAR(MS),9781,350,850,650
19/Feb/2017,JUNNAR(MS),10116,300,800,600
23/Feb/2017,JUNNAR(MS),2000,400,650,600
24/Feb/2017,JUNNAR(MS),10374,300,800,600
26/Feb/2017,JUNNAR(MS),10062,300,800,500
28/Feb/2017,JUNNAR(MS),13383,300,810,600
02/Mar/2017,JUNNAR(MS),2100,500,700,600
03/Mar/2017,JUNNAR(MS),16090,300,800,600
05/Mar/2017,JUNNAR(MS),12356,300,800,600
10/Mar/2017,JUNNAR(MS),17618,350,700,550
12/Mar/2017,JUNNAR(MS),10632,350,750,550
14/Mar/2017,JUNNAR(MS),9784,350,750,550
17/Mar/2017,JUNNAR(MS),12802,300,700,500
19/Mar/2017,JUNNAR(MS),8554,300,700,500
21/Mar/2017,JUNNAR(MS),10854,300,720,500
24/Mar/2017,JUNNAR(MS),9936,300,700,500
28/Mar/2017,JUNNAR(MS),7013,350,700,500
30/Mar/2017,JUNNAR(MS),1474,650,900,850
31/Mar/2017,JUNNAR(MS),7136,360,720,510
02/Apr/2017,JUNNAR(MS),7608,350,700,500
04/Apr/2017,JUNNAR(MS),8676,350,750,550
06/Apr/2017,JUNNAR(MS),1301,400,700,600
07/Apr/2017,JUNNAR(MS),10260,350,720,550
11/Apr/2017,JUNNAR(MS),7860,300,700,500
13/Apr/2017,JUNNAR(MS),1200,400,800,650
14/Apr/2017,JUNNAR(MS),9490,300,700,500
16/Apr/2017,JUNNAR(MS),8270,300,660,500
18/Apr/2017,JUNNAR(MS),10056,280,680,480
20/Apr/2017,JUNNAR(MS),1369,200,700,600
21/Apr/2017,JUNNAR(MS),10826,250,650,450
24/Apr/2017,JUNNAR(MS),9056,300,700,600
28/Apr/2017,JUNNAR(MS),9793,250,650,450
02/Jan/2017,KALVAN(MS),5900,200,810,725
03/Jan/2017,KALVAN(MS),4900,200,815,735
05/Jan/2017,KALVAN(MS),8000,200,800,730
06/Jan/2017,KALVAN(MS),5800,200,785,725
09/Jan/2017,KALVAN(MS),8200,200,765,625
10/Jan/2017,KALVAN(MS),5500,200,735,600
12/Jan/2017,KALVAN(MS),6300,200,720,585
13/Jan/2017,KALVAN(MS),4000,200,700,600
16/Jan/2017,KALVAN(MS),6100,200,645,600
19/Jan/2017,KALVAN(MS),5600,200,675,600
20/Jan/2017,KALVAN(MS),4000,200,690,575
23/Jan/2017,KALVAN(MS),6000,200,730,600
24/Jan/2017,KALVAN(MS),5600,200,710,575
30/Jan/2017,KALVAN(MS),11700,200,700,525
03/Feb/2017,KALVAN(MS),8550,201,650,521
13/Feb/2017,KALVAN(MS),10200,150,550,450
14/Feb/2017,KALVAN(MS),8600,100,555,475
16/Feb/2017,KALVAN(MS),9550,100,555,450
17/Feb/2017,KALVAN(MS),7800,100,600,475
23/Feb/2017,KALVAN(MS),7900,100,630,550
27/Feb/2017,KALVAN(MS),6900,150,601,475
02/Mar/2017,KALVAN(MS),5780,100,601,551
03/Mar/2017,KALVAN(MS),6300,150,615,550
06/Mar/2017,KALVAN(MS),7700,150,585,550
07/Mar/2017,KALVAN(MS),4300,100,555,501
09/Mar/2017,KALVAN(MS),8150,150,600,550
16/Mar/2017,KALVAN(MS),6900,300,635,600
20/Mar/2017,KALVAN(MS),8200,200,615,560
21/Mar/2017,KALVAN(MS),7950,300,700,655
23/Mar/2017,KALVAN(MS),10950,200,600,501
24/Mar/2017,KALVAN(MS),9650,300,630,590
06/Apr/2017,KALVAN(MS),7850,200,670,560
07/Apr/2017,KALVAN(MS),7600,200,620,560
10/Apr/2017,KALVAN(MS),9550,200,630,550
17/Apr/2017,KALVAN(MS),16000,250,615,580
27/Apr/2017,KALVAN(MS),9300,200,590,500
02/Jan/2017,KANPUR(UP),3000,930,930,930
10/Jan/2017,KANPUR(UP),2500,925,925,925
11/Jan/2017,KANPUR(UP),2600,900,900,900
12/Jan/2017,KANPUR(UP),2500,910,910,910
17/Jan/2017,KANPUR(UP),950,675,675,675
19/Jan/2017,KANPUR(UP),1850,975,975,975
23/Jan/2017,KANPUR(UP),2500,960,960,960
25/Jan/2017,KANPUR(UP),2350,975,975,975
28/Jan/2017,KANPUR(UP),1200,925,925,925
30/Jan/2017,KANPUR(UP),1100,900,900,900
31/Jan/2017,KANPUR(UP),1500,950,950,950
01/Feb/2017,KANPUR(UP),2000,965,965,965
02/Feb/2017,KANPUR(UP),1800,985,985,985
03/Feb/2017,KANPUR(UP),2100,950,950,950
04/Feb/2017,KANPUR(UP),1850,960,960,960
07/Feb/2017,KANPUR(UP),2200,985,985,985
08/Feb/2017,KANPUR(UP),2000,970,970,970
09/Feb/2017,KANPUR(UP),1850,975,975,975
10/Feb/2017,KANPUR(UP),2100,965,965,965
14/Feb/2017,KANPUR(UP),1850,960,960,960
15/Feb/2017,KANPUR(UP),2000,975,975,975
17/Feb/2017,KANPUR(UP),1600,980,980,980
21/Feb/2017,KANPUR(UP),850,965,965,965
23/Feb/2017,KANPUR(UP),900,985,985,985
25/Feb/2017,KANPUR(UP),950,960,960,960
27/Feb/2017,KANPUR(UP),800,950,950,950
02/Mar/2017,KANPUR(UP),1800,950,950,950
03/Mar/2017,KANPUR(UP),1600,925,925,925
04/Mar/2017,KANPUR(UP),2000,940,940,940
06/Mar/2017,KANPUR(UP),2100,950,950,950
07/Mar/2017,KANPUR(UP),2000,930,930,930
08/Mar/2017,KANPUR(UP),2150,900,900,900
09/Mar/2017,KANPUR(UP),1650,885,885,885
10/Mar/2017,KANPUR(UP),1700,875,875,875
14/Mar/2017,KANPUR(UP),800,990,990,990
15/Mar/2017,KANPUR(UP),1200,950,950,950
16/Mar/2017,KANPUR(UP),1100,960,960,960
17/Mar/2017,KANPUR(UP),1200,975,975,975
20/Mar/2017,KANPUR(UP),1800,950,950,950
21/Mar/2017,KANPUR(UP),2000,960,960,960
22/Mar/2017,KANPUR(UP),1800,975,975,975
23/Mar/2017,KANPUR(UP),2000,965,965,965
24/Mar/2017,KANPUR(UP),1850,1020,1020,1020
27/Mar/2017,KANPUR(UP),1800,1025,1025,1025
28/Mar/2017,KANPUR(UP),2500,950,950,950
30/Mar/2017,KANPUR(UP),2400,960,960,960
31/Mar/2017,KANPUR(UP),2250,980,980,980
01/Apr/2017,KANPUR(UP),2200,970,970,970
06/Apr/2017,KANPUR(UP),2500,985,985,985
07/Apr/2017,KANPUR(UP),2600,960,960,960
10/Apr/2017,KANPUR(UP),2800,965,965,965
12/Apr/2017,KANPUR(UP),2600,950,950,950
18/Apr/2017,KANPUR(UP),4000,970,970,970
19/Apr/2017,KANPUR(UP),4500,950,950,950
20/Apr/2017,KANPUR(UP),5000,980,980,980
21/Apr/2017,KANPUR(UP),4200,870,870,870
22/Apr/2017,KANPUR(UP),4600,850,850,850
25/Apr/2017,KANPUR(UP),4500,825,825,825
26/Apr/2017,KANPUR(UP),4600,800,800,800
29/Apr/2017,KANPUR(UP),4500,775,775,775
02/Jan/2017,KARNAL(HR),400,800,900,850
03/Jan/2017,KARNAL(HR),400,800,900,850
04/Jan/2017,KARNAL(HR),400,800,850,825
05/Jan/2017,KARNAL(HR),450,800,850,825
06/Jan/2017,KARNAL(HR),500,800,850,825
07/Jan/2017,KARNAL(HR),500,800,900,850
09/Jan/2017,KARNAL(HR),500,900,950,925
10/Jan/2017,KARNAL(HR),500,900,1000,950
11/Jan/2017,KARNAL(HR),500,900,1000,950
12/Jan/2017,KARNAL(HR),500,900,1000,950
13/Jan/2017,KARNAL(HR),500,900,1000,950
16/Jan/2017,KARNAL(HR),550,900,1000,950
17/Jan/2017,KARNAL(HR),500,900,1000,950
18/Jan/2017,KARNAL(HR),550,900,1000,950
19/Jan/2017,KARNAL(HR),600,900,1000,950
20/Jan/2017,KARNAL(HR),500,900,1000,950
21/Jan/2017,KARNAL(HR),500,900,1000,950
23/Jan/2017,KARNAL(HR),500,900,1100,1000
24/Jan/2017,KARNAL(HR),400,900,1100,1000
25/Jan/2017,KARNAL(HR),400,900,1100,1000
27/Jan/2017,KARNAL(HR),400,1000,1100,1050
28/Jan/2017,KARNAL(HR),400,1000,1100,1050
30/Jan/2017,KARNAL(HR),400,1000,1200,1100
31/Jan/2017,KARNAL(HR),400,1000,1200,1100
09/Mar/2017,KHANDWA(MP),2354,100,400,250
01/Apr/2017,KHANDWA(MP),54,100,350,250
02/Apr/2017,KHANDWA(MP),281,100,350,250
03/Apr/2017,KHANDWA(MP),588,100,350,250
04/Apr/2017,KHANDWA(MP),366,100,295,250
05/Apr/2017,KHANDWA(MP),441,100,295,250
06/Apr/2017,KHANDWA(MP),714,100,300,190
07/Apr/2017,KHANDWA(MP),3477,100,350,250
08/Apr/2017,KHANDWA(MP),1500,100,295,170
09/Apr/2017,KHANDWA(MP),1605,100,250,200
13/Apr/2017,KHANDWA(MP),1420,100,295,200
14/Apr/2017,KHANDWA(MP),850,100,250,200
15/Apr/2017,KHANDWA(MP),1200,100,350,200
16/Apr/2017,KHANDWA(MP),500,100,250,200
17/Apr/2017,KHANDWA(MP),2203,100,250,200
18/Apr/2017,KHANDWA(MP),1754,100,295,250
19/Apr/2017,KHANDWA(MP),574,100,250,180
20/Apr/2017,KHANDWA(MP),1911,100,295,250
21/Apr/2017,KHANDWA(MP),2289,100,350,250
22/Apr/2017,KHANDWA(MP),4045,100,250,150
02/Jan/2017,KHANNA(PB),301,500,900,600
03/Jan/2017,KHANNA(PB),511,500,900,600
04/Jan/2017,KHANNA(PB),20,500,900,600
06/Jan/2017,KHANNA(PB),686,600,1000,700
09/Jan/2017,KHANNA(PB),969,600,1000,700
10/Jan/2017,KHANNA(PB),97,600,1000,700
12/Jan/2017,KHANNA(PB),421,600,1000,700
13/Jan/2017,KHANNA(PB),600,600,1000,700
16/Jan/2017,KHANNA(PB),583,600,1000,700
17/Jan/2017,KHANNA(PB),1280,600,900,700
18/Jan/2017,KHANNA(PB),185,600,800,750
19/Jan/2017,KHANNA(PB),236,600,900,700
20/Jan/2017,KHANNA(PB),291,600,900,700
23/Jan/2017,KHANNA(PB),1092,600,900,700
24/Jan/2017,KHANNA(PB),514,600,900,700
27/Jan/2017,KHANNA(PB),136,600,800,700
30/Jan/2017,KHANNA(PB),777,500,900,700
31/Jan/2017,KHANNA(PB),516,500,900,700
02/Feb/2017,KHANNA(PB),526,500,1000,700
03/Feb/2017,KHANNA(PB),787,500,1000,650
06/Feb/2017,KHANNA(PB),848,500,1000,600
08/Feb/2017,KHANNA(PB),583,600,1000,700
13/Feb/2017,KHANNA(PB),656,500,900,600
14/Feb/2017,KHANNA(PB),488,500,900,600
15/Feb/2017,KHANNA(PB),562,500,900,700
16/Feb/2017,KHANNA(PB),1400,500,900,650
17/Feb/2017,KHANNA(PB),565,500,900,700
20/Feb/2017,KHANNA(PB),743,500,900,700
21/Feb/2017,KHANNA(PB),745,500,900,700
22/Feb/2017,KHANNA(PB),182,500,900,700
23/Feb/2017,KHANNA(PB),339,500,900,600
27/Feb/2017,KHANNA(PB),132,500,800,600
28/Feb/2017,KHANNA(PB),471,500,800,600
01/Mar/2017,KHANNA(PB),458,500,800,600
02/Mar/2017,KHANNA(PB),456,500,800,600
03/Mar/2017,KHANNA(PB),625,500,800,600
06/Mar/2017,KHANNA(PB),1736,500,800,600
07/Mar/2017,KHANNA(PB),1003,500,800,600
08/Mar/2017,KHANNA(PB),470,500,900,600
09/Mar/2017,KHANNA(PB),310,500,900,600
10/Mar/2017,KHANNA(PB),393,500,900,700
14/Mar/2017,KHANNA(PB),636,500,900,700
15/Mar/2017,KHANNA(PB),1226,500,900,600
16/Mar/2017,KHANNA(PB),201,500,900,600
20/Mar/2017,KHANNA(PB),600,500,900,600
21/Mar/2017,KHANNA(PB),177,500,900,600
22/Mar/2017,KHANNA(PB),627,500,900,600
24/Mar/2017,KHANNA(PB),475,100,200,150
27/Mar/2017,KHANNA(PB),274,500,900,600
28/Mar/2017,KHANNA(PB),724,500,900,600
29/Mar/2017,KHANNA(PB),216,500,900,550
30/Mar/2017,KHANNA(PB),607,500,900,550
06/Apr/2017,KHANNA(PB),258,500,800,600
07/Apr/2017,KHANNA(PB),1440,500,800,600
08/Apr/2017,KHANNA(PB),238,500,900,650
10/Apr/2017,KHANNA(PB),1532,400,800,500
12/Apr/2017,KHANNA(PB),456,400,800,550
14/Apr/2017,KHANNA(PB),1340,400,800,600
17/Apr/2017,KHANNA(PB),1360,500,800,500
18/Apr/2017,KHANNA(PB),1395,400,800,500
20/Apr/2017,KHANNA(PB),1192,400,800,600
21/Apr/2017,KHANNA(PB),193,400,800,500
24/Apr/2017,KHANNA(PB),92,400,800,500
25/Apr/2017,KHANNA(PB),721,400,800,500
26/Apr/2017,KHANNA(PB),635,400,800,500
28/Apr/2017,KHANNA(PB),464,400,800,500
17/Jan/2017,KOLAR(KNT),1160,334,1200,1000
09/Feb/2017,KOLAR(KNT),50,1000,1200,1100
16/Feb/2017,KOLAR(KNT),60,1100,1200,1125
08/Mar/2017,KOLAR(KNT),30,1000,1200,1100
16/Mar/2017,KOLAR(KNT),220,800,1000,900
22/Mar/2017,KOLAR(KNT),40,1000,1200,1100
02/Jan/2017,KOLHAPUR(MS),6544,200,1250,700
03/Jan/2017,KOLHAPUR(MS),7099,150,1200,700
04/Jan/2017,KOLHAPUR(MS),6828,150,1050,700
05/Jan/2017,KOLHAPUR(MS),8459,150,1000,700
06/Jan/2017,KOLHAPUR(MS),6935,150,1000,700
07/Jan/2017,KOLHAPUR(MS),7338,150,1000,700
09/Jan/2017,KOLHAPUR(MS),8794,150,1000,650
10/Jan/2017,KOLHAPUR(MS),8551,150,900,600
11/Jan/2017,KOLHAPUR(MS),5839,150,1000,650
12/Jan/2017,KOLHAPUR(MS),6480,150,900,650
13/Jan/2017,KOLHAPUR(MS),5073,150,900,650
14/Jan/2017,KOLHAPUR(MS),5220,150,900,650
16/Jan/2017,KOLHAPUR(MS),2311,150,900,700
17/Jan/2017,KOLHAPUR(MS),480,200,400,300
18/Jan/2017,KOLHAPUR(MS),4173,150,950,700
19/Jan/2017,KOLHAPUR(MS),6229,150,900,700
20/Jan/2017,KOLHAPUR(MS),4546,150,900,700
21/Jan/2017,KOLHAPUR(MS),4797,150,900,700
23/Jan/2017,KOLHAPUR(MS),4302,150,950,700
24/Jan/2017,KOLHAPUR(MS),7702,150,900,700
25/Jan/2017,KOLHAPUR(MS),3355,200,1000,700
27/Jan/2017,KOLHAPUR(MS),6787,200,900,700
28/Jan/2017,KOLHAPUR(MS),8285,200,1000,700
30/Jan/2017,KOLHAPUR(MS),6090,200,900,700
31/Jan/2017,KOLHAPUR(MS),7333,150,900,700
01/Feb/2017,KOLHAPUR(MS),4780,200,900,700
02/Feb/2017,KOLHAPUR(MS),6229,150,800,650
03/Feb/2017,KOLHAPUR(MS),4740,150,800,600
04/Feb/2017,KOLHAPUR(MS),5513,150,850,650
06/Feb/2017,KOLHAPUR(MS),7486,200,850,650
07/Feb/2017,KOLHAPUR(MS),5316,150,850,650
08/Feb/2017,KOLHAPUR(MS),5866,200,950,700
09/Feb/2017,KOLHAPUR(MS),4796,150,900,650
10/Feb/2017,KOLHAPUR(MS),3650,200,900,650
11/Feb/2017,KOLHAPUR(MS),5483,200,900,650
13/Feb/2017,KOLHAPUR(MS),6875,150,900,650
14/Feb/2017,KOLHAPUR(MS),4820,150,850,650
15/Feb/2017,KOLHAPUR(MS),5088,150,900,650
16/Feb/2017,KOLHAPUR(MS),6078,150,900,650
17/Feb/2017,KOLHAPUR(MS),4073,150,850,650
18/Feb/2017,KOLHAPUR(MS),5232,150,1000,650
20/Feb/2017,KOLHAPUR(MS),7280,150,900,650
22/Feb/2017,KOLHAPUR(MS),9434,200,1000,700
23/Feb/2017,KOLHAPUR(MS),7064,150,900,650
24/Feb/2017,KOLHAPUR(MS),6366,150,900,650
25/Feb/2017,KOLHAPUR(MS),5370,150,950,650
27/Feb/2017,KOLHAPUR(MS),8460,150,950,650
28/Feb/2017,KOLHAPUR(MS),11385,150,900,650
01/Mar/2017,KOLHAPUR(MS),9514,150,800,600
02/Mar/2017,KOLHAPUR(MS),10058,150,750,600
03/Mar/2017,KOLHAPUR(MS),9112,150,800,600
04/Mar/2017,KOLHAPUR(MS),6105,150,750,550
06/Mar/2017,KOLHAPUR(MS),12172,150,750,550
07/Mar/2017,KOLHAPUR(MS),9492,150,700,550
08/Mar/2017,KOLHAPUR(MS),5718,150,800,550
09/Mar/2017,KOLHAPUR(MS),7734,150,800,550
10/Mar/2017,KOLHAPUR(MS),7844,150,850,600
11/Mar/2017,KOLHAPUR(MS),6510,150,900,500
14/Mar/2017,KOLHAPUR(MS),10841,150,700,550
15/Mar/2017,KOLHAPUR(MS),8460,150,850,500
16/Mar/2017,KOLHAPUR(MS),8429,150,800,500
18/Mar/2017,KOLHAPUR(MS),9026,150,700,500
20/Mar/2017,KOLHAPUR(MS),17317,150,725,550
21/Mar/2017,KOLHAPUR(MS),9352,150,700,550
22/Mar/2017,KOLHAPUR(MS),8240,150,800,550
24/Mar/2017,KOLHAPUR(MS),8097,150,750,550
25/Mar/2017,KOLHAPUR(MS),14700,150,800,550
27/Mar/2017,KOLHAPUR(MS),8813,150,800,550
28/Mar/2017,KOLHAPUR(MS),8068,150,700,550
29/Mar/2017,KOLHAPUR(MS),6798,150,850,600
30/Mar/2017,KOLHAPUR(MS),4093,150,800,550
31/Mar/2017,KOLHAPUR(MS),3245,150,800,550
01/Apr/2017,KOLHAPUR(MS),7954,150,850,600
04/Apr/2017,KOLHAPUR(MS),11711,150,750,600
05/Apr/2017,KOLHAPUR(MS),10363,150,750,600
06/Apr/2017,KOLHAPUR(MS),9025,150,800,600
07/Apr/2017,KOLHAPUR(MS),8541,150,800,600
08/Apr/2017,KOLHAPUR(MS),12887,150,700,550
10/Apr/2017,KOLHAPUR(MS),10365,150,700,550
11/Apr/2017,KOLHAPUR(MS),7667,200,800,600
12/Apr/2017,KOLHAPUR(MS),7516,150,750,600
13/Apr/2017,KOLHAPUR(MS),6035,150,750,550
14/Apr/2017,KOLHAPUR(MS),7602,150,800,550
15/Apr/2017,KOLHAPUR(MS),7033,150,800,550
17/Apr/2017,KOLHAPUR(MS),14337,150,750,550
18/Apr/2017,KOLHAPUR(MS),9550,150,700,550
19/Apr/2017,KOLHAPUR(MS),7408,150,700,550
20/Apr/2017,KOLHAPUR(MS),6551,150,700,500
21/Apr/2017,KOLHAPUR(MS),8457,150,750,500
22/Apr/2017,KOLHAPUR(MS),5860,150,750,600
24/Apr/2017,KOLHAPUR(MS),8523,150,750,550
25/Apr/2017,KOLHAPUR(MS),8598,150,700,550
26/Apr/2017,KOLHAPUR(MS),7630,150,840,550
27/Apr/2017,KOLHAPUR(MS),10473,150,750,550
28/Apr/2017,KOLHAPUR(MS),9881,150,750,500
29/Apr/2017,KOLHAPUR(MS),9904,150,700,500
03/Jan/2017,KOLKATA,15360,1125,1250,1188
05/Jan/2017,KOLKATA,15680,1063,1175,1120
06/Jan/2017,KOLKATA,15360,1250,1450,1350
07/Jan/2017,KOLKATA,480,1263,1500,1381
09/Jan/2017,KOLKATA,15840,1375,1550,1463
10/Jan/2017,KOLKATA,17280,1250,1450,1350
11/Jan/2017,KOLKATA,2400,1263,1500,1382
12/Jan/2017,KOLKATA,16640,1063,1175,1120
13/Jan/2017,KOLKATA,2400,1000,1200,1100
14/Jan/2017,KOLKATA,45600,875,1000,938
16/Jan/2017,KOLKATA,31040,1000,1125,1063
17/Jan/2017,KOLKATA,1200,860,940,900
18/Jan/2017,KOLKATA,22400,1150,1225,1188
19/Jan/2017,KOLKATA,22400,1150,1225,1188
20/Jan/2017,KOLKATA,640,950,1125,1038
23/Jan/2017,KOLKATA,16000,875,1000,938
24/Jan/2017,KOLKATA,32000,800,925,863
25/Jan/2017,KOLKATA,16000,875,1000,938
27/Jan/2017,KOLKATA,32000,850,950,900
28/Jan/2017,KOLKATA,16000,875,1000,938
30/Jan/2017,KOLKATA,32000,800,1000,900
31/Jan/2017,KOLKATA,16000,875,960,918
02/Feb/2017,KOLKATA,32000,850,925,887
03/Feb/2017,KOLKATA,16000,875,950,913
06/Feb/2017,KOLKATA,32000,850,900,875
07/Feb/2017,KOLKATA,16000,900,950,925
08/Feb/2017,KOLKATA,480,1000,1125,1063
09/Feb/2017,KOLKATA,32000,950,1063,1007
10/Feb/2017,KOLKATA,16000,1000,1050,1025
11/Feb/2017,KOLKATA,32000,950,1038,995
13/Feb/2017,KOLKATA,16000,1000,1150,1075
14/Feb/2017,KOLKATA,1380,875,1125,1000
15/Feb/2017,KOLKATA,960,1125,1250,1188
16/Feb/2017,KOLKATA,1920,900,1175,1037
17/Feb/2017,KOLKATA,2240,925,1200,1063
18/Feb/2017,KOLKATA,2080,950,1225,1088
21/Feb/2017,KOLKATA,32000,950,1000,975
22/Feb/2017,KOLKATA,16320,975,1025,1000
23/Feb/2017,KOLKATA,16600,925,1000,963
27/Feb/2017,KOLKATA,720,1000,1200,1100
28/Feb/2017,KOLKATA,16600,875,1000,938
01/Mar/2017,KOLKATA,16420,875,1063,969
02/Mar/2017,KOLKATA,16000,900,1050,975
03/Mar/2017,KOLKATA,960,1000,1060,1030
06/Mar/2017,KOLKATA,17300,875,1025,950
07/Mar/2017,KOLKATA,1620,875,950,913
08/Mar/2017,KOLKATA,16600,900,1050,975
09/Mar/2017,KOLKATA,16000,950,1050,1000
10/Mar/2017,KOLKATA,16900,850,1000,925
11/Mar/2017,KOLKATA,1300,800,900,850
14/Mar/2017,KOLKATA,1690,850,1025,938
15/Mar/2017,KOLKATA,16600,875,1050,963
17/Mar/2017,KOLKATA,1610,800,950,875
20/Mar/2017,KOLKATA,17050,800,950,875
22/Mar/2017,KOLKATA,1400,700,800,750
23/Mar/2017,KOLKATA,1580,700,925,813
24/Mar/2017,KOLKATA,17650,750,1000,875
27/Mar/2017,KOLKATA,3300,650,700,675
28/Mar/2017,KOLKATA,2750,675,750,713
29/Mar/2017,KOLKATA,3580,575,650,613
30/Mar/2017,KOLKATA,3020,600,650,625
31/Mar/2017,KOLKATA,2750,625,700,663
01/Apr/2017,KOLKATA,4620,625,675,650
05/Apr/2017,KOLKATA,5130,575,625,600
06/Apr/2017,KOLKATA,4750,600,650,625
07/Apr/2017,KOLKATA,18750,650,1000,825
13/Apr/2017,KOLKATA,3710,875,1050,963
17/Apr/2017,KOLKATA,4960,1000,1150,1075
18/Apr/2017,KOLKATA,19200,925,1075,1000
20/Apr/2017,KOLKATA,35040,900,1050,975
21/Apr/2017,KOLKATA,1920,950,1075,1013
22/Apr/2017,KOLKATA,3050,850,1000,925
24/Apr/2017,KOLKATA,17120,925,1025,975
25/Apr/2017,KOLKATA,17440,850,900,875
26/Apr/2017,KOLKATA,1280,825,925,875
28/Apr/2017,KOLKATA,16480,675,825,750
02/Jan/2017,KOTA(RAJ),567,200,800,500
03/Jan/2017,KOTA(RAJ),768,150,750,450
04/Jan/2017,KOTA(RAJ),1466,150,850,500
06/Jan/2017,KOTA(RAJ),11614,150,1050,600
09/Jan/2017,KOTA(RAJ),1573,100,900,500
10/Jan/2017,KOTA(RAJ),1441,100,800,450
11/Jan/2017,KOTA(RAJ),853,200,800,500
12/Jan/2017,KOTA(RAJ),1313,150,750,450
16/Jan/2017,KOTA(RAJ),504,200,800,500
17/Jan/2017,KOTA(RAJ),589,300,800,400
18/Jan/2017,KOTA(RAJ),636,150,750,450
19/Jan/2017,KOTA(RAJ),496,150,750,450
20/Jan/2017,KOTA(RAJ),637,100,800,450
23/Jan/2017,KOTA(RAJ),872,200,800,500
24/Jan/2017,KOTA(RAJ),681,100,825,450
25/Jan/2017,KOTA(RAJ),1130,100,750,425
27/Jan/2017,KOTA(RAJ),593,100,800,450
30/Jan/2017,KOTA(RAJ),685,100,700,400
31/Jan/2017,KOTA(RAJ),577,100,700,400
02/Feb/2017,KOTA(RAJ),975,100,750,425
03/Feb/2017,KOTA(RAJ),589,100,700,400
06/Feb/2017,KOTA(RAJ),268,300,500,400
07/Feb/2017,KOTA(RAJ),355,200,725,450
08/Feb/2017,KOTA(RAJ),796,150,850,500
09/Feb/2017,KOTA(RAJ),544,200,800,500
10/Feb/2017,KOTA(RAJ),1292,200,800,500
13/Feb/2017,KOTA(RAJ),583,200,700,450
14/Feb/2017,KOTA(RAJ),628,150,750,400
15/Feb/2017,KOTA(RAJ),1594,150,750,450
16/Feb/2017,KOTA(RAJ),938,100,700,400
17/Feb/2017,KOTA(RAJ),623,150,700,425
20/Feb/2017,KOTA(RAJ),220,250,650,450
21/Feb/2017,KOTA(RAJ),876,100,700,400
22/Feb/2017,KOTA(RAJ),275,150,650,400
23/Feb/2017,KOTA(RAJ),275,150,650,400
27/Feb/2017,KOTA(RAJ),857,200,800,500
28/Feb/2017,KOTA(RAJ),797,200,700,450
02/Mar/2017,KOTA(RAJ),1431,200,700,450
03/Mar/2017,KOTA(RAJ),952,200,825,500
06/Mar/2017,KOTA(RAJ),1362,250,850,550
07/Mar/2017,KOTA(RAJ),1473,200,900,550
08/Mar/2017,KOTA(RAJ),1882,200,800,500
09/Mar/2017,KOTA(RAJ),1088,300,700,500
14/Mar/2017,KOTA(RAJ),730,300,800,550
15/Mar/2017,KOTA(RAJ),474,200,900,450
17/Mar/2017,KOTA(RAJ),1051,400,920,650
20/Mar/2017,KOTA(RAJ),3355,300,800,550
21/Mar/2017,KOTA(RAJ),1224,400,800,600
22/Mar/2017,KOTA(RAJ),550,300,700,500
23/Mar/2017,KOTA(RAJ),753,300,800,550
24/Mar/2017,KOTA(RAJ),1029,300,800,550
27/Mar/2017,KOTA(RAJ),872,250,750,500
29/Mar/2017,KOTA(RAJ),598,150,800,475
30/Mar/2017,KOTA(RAJ),800,200,800,500
31/Mar/2017,KOTA(RAJ),807,200,800,500
06/Apr/2017,KOTA(RAJ),897,400,900,650
07/Apr/2017,KOTA(RAJ),1110,400,800,600
10/Apr/2017,KOTA(RAJ),880,200,800,500
11/Apr/2017,KOTA(RAJ),535,200,800,500
15/Apr/2017,KOTA(RAJ),850,200,600,400
17/Apr/2017,KOTA(RAJ),770,200,800,500
18/Apr/2017,KOTA(RAJ),735,300,700,500
19/Apr/2017,KOTA(RAJ),590,300,600,450
20/Apr/2017,KOTA(RAJ),945,200,600,400
21/Apr/2017,KOTA(RAJ),925,200,550,425
